ServiceStatus,MajorCyclewayName,Type,CreateDate,LastEditDate,Shape__Length,Ownership,PublicRelevance,GeometryPath
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,293.01,CCC,Public,"[[[172.61656283583434, -43.523424754154235], [172.61656077049543, -43.52343414496657], [172.61634649214577, -43.52358861625984], [172.61591584165214, -43.52372658055613], [172.61564537712636, -43.523768846173084], [172.61524661116965, -43.52376077611066], [172.61490068455447, -43.52371013765225], [172.61469726766964, -43.52360375502525], [172.6144627177819, -43.52354674902958], [172.6142211617913, -43.52359542163413], [172.6141000003391, -43.52369173374202], [172.61397859623938, -43.523826233734255], [172.61390052830515, -43.52394066089501], [172.613773357884, -43.52400768764054], [172.61363653298113, -43.524034729755556], [172.61345589017643, -43.524074594202276]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,282.21,CCC,Public,"[[[172.6197103198996, -43.52256617467238], [172.61955708385665, -43.522541687472554], [172.61921052294124, -43.522593413093524], [172.61863554072485, -43.522574886575924], [172.6181679752567, -43.52267587913781], [172.6176970098999, -43.5227741922577], [172.6172689245525, -43.52286697700086], [172.61681054948002, -43.52298091767281], [172.6166924317961, -43.52307929120883], [172.61659067632758, -43.52329818379012]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2023-03-06 10:17:09+13:00,480.1,CCC,Public,"[[[172.62751790072485, -43.52881171229438], [172.62747316858952, -43.52903073257613], [172.62742106375063, -43.529189694809475], [172.6274031709689, -43.52933632104247], [172.6274197162738, -43.52981109579483], [172.62740731547302, -43.52997844426531], [172.62740678300585, -43.531038154499164], [172.6274096868513, -43.53121699629717], [172.6274079033683, -43.53179257306301], [172.62740337257443, -43.532534359073004], [172.62740123320222, -43.532884671014465], [172.62740286457816, -43.53308928143911], [172.62741022276754, -43.53312638397005]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,892.43,CCC,Public,"[[[172.6258470438834, -43.52107488551867], [172.62593691125883, -43.5211476908422], [172.62605698400793, -43.52137323234299], [172.6262982691077, -43.52187567263734], [172.62653718578923, -43.52241727765498], [172.6267348237632, -43.52287083703866], [172.62684711224796, -43.5231224519615], [172.62702783674268, -43.52347839269979], [172.62728354919093, -43.52389342219377], [172.62768320908896, -43.52447204094212], [172.62781557849135, -43.52468116073927], [172.62783919598854, -43.52471847019497], [172.6279668816644, -43.52502582084564], [172.62803785954776, -43.5252320609267], [172.6280532024824, -43.52565345032259], [172.62802416805116, -43.52615908674445], [172.62801718420593, -43.52659016494384], [172.62800304718226, -43.52696028178963], [172.62795506044745, -43.52721706276025], [172.62785527227769, -43.527589431904104], [172.62781349248044, -43.52781107590864], [172.62775774483438, -43.52804735944027], [172.62772355357367, -43.528274114598], [172.62766073587193, -43.52846501525596], [172.62755466233915, -43.52871143741944], [172.62749098645298, -43.52873898646589]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,110.5,CCC,Public,"[[[172.61878506920013, -43.53916227979616], [172.61787960863197, -43.53969715175869], [172.61769625910586, -43.539757628010825]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,158.81,CCC,Public,"[[[172.6217509826473, -43.53357306163614], [172.62272534365474, -43.53387067443697], [172.62356963240484, -43.53411527771907]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,519.28,CCC,Public,"[[[172.61638608638657, -43.531106120863456], [172.6166338749591, -43.53129615627022], [172.61693162699092, -43.531556110788124], [172.6171068699983, -43.531726813089044], [172.6172577563802, -43.53178487068522], [172.6173835039222, -43.531808845751094], [172.617527516377, -43.53181454464548], [172.61768909554146, -43.53186741678242], [172.61773896967384, -43.53195397741594], [172.617831766427, -43.5320642383949], [172.6179389970911, -43.53219282163275], [172.6182294819554, -43.53236390452644], [172.61848791775452, -43.532477323747884], [172.61890793560178, -43.53264361190084], [172.619069976102, -43.532692354273856], [172.61922627325598, -43.53271491007295], [172.61949421831474, -43.53280553023754], [172.6200230813194, -43.53295875565242], [172.62053844636253, -43.53310537783544], [172.62104476076357, -43.53324862802355], [172.62147421602708, -43.53338178800996], [172.6217137935539, -43.53344844961769]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,380.67,CCC,Public,"[[[172.61321025145693, -43.52868926085108], [172.6132467250356, -43.52874022039478], [172.61328670538248, -43.52882224382351], [172.6133176777312, -43.52900733896684], [172.61343172611475, -43.529097713031646], [172.61363905295198, -43.52923465252023], [172.61379451688651, -43.529371726204424], [172.6139538198275, -43.52953488892419], [172.6141538938124, -43.52981273288545], [172.61436293098416, -43.530149787997345], [172.61450278603564, -43.53028838019121], [172.6146959313978, -43.53042812156509], [172.61495646700493, -43.53061726624119], [172.6151947384775, -43.53075102593696], [172.61552193913357, -43.53083086337326], [172.61573882382146, -43.530884287108044], [172.61609970014564, -43.53096786657232], [172.6162929138593, -43.53104172323493]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,164.53,CCC,Public,"[[[172.62006155689645, -43.53338311096674], [172.61984278239706, -43.53337769345766], [172.61896878078946, -43.533122579928786], [172.61840648572138, -43.532932109992856], [172.61818153320223, -43.53284416555456]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,100.55,CCC,Public,"[[[172.62129163739036, -43.53376078943617], [172.62118247653638, -43.533735337508496], [172.62101209663598, -43.533706667050595], [172.62013638505698, -43.53342963417408]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,701.45,CCC,Public,"[[[172.61878624526227, -43.539162836577], [172.6213511260197, -43.5376471038836], [172.62380290827753, -43.536195931881196], [172.62521935452676, -43.53535750194155], [172.62536206187252, -43.53523543460916], [172.6253368472431, -43.53511504280389], [172.62533548985095, -43.53511319158728]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:11+12:00,767.2,CCC,Public,"[[[172.61273710788112, -43.53636659699261], [172.6138783936844, -43.53711881394912], [172.61404080184877, -43.537135990419884], [172.62121723770278, -43.53714685084016], [172.62128601025935, -43.537199519302185], [172.62160798162628, -43.53749205408855]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,184.18,CCC,Public,"[[[172.62163067962464, -43.52322997061497], [172.62151487487864, -43.523091769127205], [172.6213359878017, -43.52295330009157], [172.62115708936136, -43.522793641024386], [172.62089036463644, -43.522722092466964], [172.62047278214203, -43.52266061092721], [172.6200354494932, -43.52264854420883], [172.61979244854763, -43.52263007456745], [172.61971049475338, -43.52256631121818]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,648.59,CCC,Public,"[[[172.62174376570087, -43.52343500876248], [172.62181206805997, -43.523499528671785], [172.62196899977926, -43.52353216220889], [172.62219975128056, -43.52352933671133], [172.62242556169312, -43.523533659115316], [172.62251351747085, -43.52358749692863], [172.62273767041142, -43.52385962312892], [172.62330812307707, -43.5244971032917], [172.6235616552025, -43.52479427720457], [172.62385468591003, -43.52529654874397], [172.62426263457596, -43.5260370111244], [172.6248597662768, -43.527237084348066], [172.6251068286232, -43.527769924128386], [172.62523815596637, -43.527963178790344], [172.625468125195, -43.52811388904588], [172.6256245115941, -43.528214333036075], [172.62562152313092, -43.52823571823905]]]"
In Service,Uni-Cycle Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,922.59,CCC,Public,"[[[172.62675775534586, -43.528665571552125], [172.62576354163969, -43.52829045806283], [172.62562152311978, -43.52823572003988], [172.62433555212175, -43.52774004672038], [172.62373566497232, -43.52748247060402], [172.62325902869466, -43.52728642374321], [172.622974916646, -43.52715415488727], [172.62150560884183, -43.52680244507631], [172.61975944394675, -43.52632102172274], [172.61656854103572, -43.52537663743491], [172.61635020992378, -43.52530333439542], [172.6163499827152, -43.52530325799733]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,279.91,CCC,No Public Relevance,"[[[172.60980656890095, -43.53653204934288], [172.60983190077462, -43.53675144645758], [172.60988143365503, -43.537090048511025], [172.60995722821357, -43.5376027045452], [172.60999465469104, -43.53783920675812], [172.61000877975175, -43.53805137477828], [172.60998406036728, -43.53828405248462], [172.60992306937897, -43.538461198011326], [172.60988418528356, -43.53856153722743], [172.6098427662163, -43.538655344214604], [172.60989112528, -43.53868286317183], [172.60995865909533, -43.53871330546527], [172.61006677454478, -43.53876238801669], [172.61017565085245, -43.538809054524], [172.61027627939274, -43.53885739641388]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,202.79,CCC,Public,"[[[172.6121977611362, -43.53657884361312], [172.61215810232997, -43.536410562262176], [172.61202121812332, -43.53643348183682], [172.61174153193286, -43.536453290774055], [172.61100383105435, -43.53650818618041], [172.6101783765848, -43.536571724269734], [172.60990307049306, -43.53652703732627]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,224.05,CCC,No Public Relevance,"[[[172.60875107770437, -43.52916868026247], [172.60894692666383, -43.53065303327815], [172.60896172207973, -43.53068249083131], [172.60899755518642, -43.53070003928564], [172.60963141371545, -43.53065425940184]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,10.21,CCC,No Public Relevance,"[[[172.60609613283088, -43.51205379003245], [172.60620219145554, -43.51200385570647]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,4.32,CCC,Public,"[[[172.6068713109787, -43.522494246953514], [172.60692259173177, -43.52248333812531]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,134.93,CCC,Public,"[[[172.6063332994103, -43.52031503271364], [172.60635039562564, -43.52035772042919], [172.6064410301458, -43.521111101622544], [172.606526098015, -43.5214786356659], [172.60653766107686, -43.52151923422506]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,4.17,CCC,No Public Relevance,"[[[172.60627274805603, -43.48375987554298], [172.60626641815765, -43.48379714601609]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,10.31,CCC,No Public Relevance,"[[[172.60671591816075, -43.48506251407892], [172.60683313286594, -43.485025919354825]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,391.36,CCC,Public,"[[[172.60612395870575, -43.48764283804291], [172.60606152356505, -43.48758605969272], [172.6060747226536, -43.48746447406357], [172.60611179771746, -43.4871540017468], [172.6061763275938, -43.486785886528814], [172.60624481599163, -43.48649209655505], [172.6063579283297, -43.486048288960426], [172.606444946238, -43.48574821187557], [172.60653612235492, -43.48545686248975], [172.6066425219707, -43.48516873760683], [172.6066747063354, -43.48509618892099], [172.60671591816075, -43.48506251407892], [172.60676174808626, -43.48495859985442], [172.60688259093396, -43.48466492731145], [172.6069631610356, -43.48444272840948], [172.60700457169705, -43.484332123087434], [172.60702596901368, -43.48428576318136], [172.60703489092623, -43.48424689430712], [172.6070177087369, -43.48422714102089]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,623.79,CCC,Public,"[[[172.60614033286308, -43.49324433334871], [172.60615829046336, -43.49322257238242], [172.60607833745152, -43.49317667397897], [172.60607083797106, -43.492785192499085], [172.60604399998834, -43.49112938723831], [172.60613612361135, -43.49089344609326], [172.60613695830622, -43.489989823832765], [172.60608969298266, -43.4891967841999], [172.60609123050747, -43.48833561580115], [172.60612017868883, -43.48821561967091], [172.60614103547178, -43.48817834794929], [172.60607325215733, -43.488088665655845], [172.6060593826318, -43.48801329953919], [172.6060997372887, -43.487896649086586], [172.60615796164018, -43.48782059936497], [172.60604410392074, -43.4877783803283], [172.60603460173576, -43.48775431689152]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,212.22,CCC,Public,"[[[172.6062887817096, -43.49521571887363], [172.60622792264445, -43.49514111220313], [172.60622107002294, -43.49501461064939], [172.60618818019395, -43.49496241922471], [172.60617881115112, -43.49483032993506], [172.60611275377613, -43.49476872550805], [172.60609594494204, -43.4933391289821]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,11.94,CCC,No Public Relevance,"[[[172.60599124704305, -43.49957762158569], [172.60596392901226, -43.49959802301166], [172.60593497529786, -43.49964188487297], [172.60591733548029, -43.4996694411346]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,17.13,CCC,No Public Relevance,"[[[172.6062606299338, -43.499369460016695], [172.60624722458996, -43.49939869400447], [172.60623140545275, -43.499437906335885], [172.60620518982213, -43.499488736211546], [172.6061725974005, -43.499504032999155]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,704.31,CCC,Public,"[[[172.60605555006646, -43.502340953746874], [172.6060367071405, -43.50228500102632], [172.60604994129773, -43.50221828975171], [172.60607600452136, -43.50214696655763], [172.60605272548258, -43.499875311730136], [172.6060386318672, -43.49973471071719], [172.6060309698978, -43.49961891436623], [172.60599124704305, -43.49957762158569], [172.60600548155134, -43.49949984115637], [172.6059574817468, -43.49947634923692], [172.60595177932208, -43.49943129733055], [172.60593854926472, -43.49935747688675], [172.6059479475412, -43.49927758179452], [172.60594314924205, -43.49897121498679], [172.6059401305241, -43.49884863547636], [172.60586777132522, -43.49710835253161], [172.60592609039364, -43.49697160813773], [172.60589928318967, -43.496345565119306], [172.60591741179584, -43.49624954547215], [172.60592697892673, -43.49619971896247], [172.60594939564666, -43.49604397418937]]]"
In Service,Northern Line Cycleway,Shared path,2021-03-23 13:33:26+13:00,2021-08-11 15:44:12+12:00,804.75,CCC,Public,"[[[172.60616109444052, -43.509724176460814], [172.60617268301502, -43.50967162151304], [172.6061575783283, -43.50958454768096], [172.6061856665738, -43.509517153791826], [172.60617058807574, -43.508810530123625], [172.60618422153556, -43.508571865637606], [172.60613285736568, -43.506282335888855], [172.60613149488515, -43.506186134878746], [172.6060809961508, -43.50262291515823], [172.60606788362725, -43.50253469642293], [172.60609190875604, -43.5024869106123]]]"
